ID_Number,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+
3212,American Scandals,2015,,8.4,,0,1,0,0
3213,Eva La Trailera,2017,16+,7.2,,0,1,0,0
3214,Jim Henson Presents Mother Goose Stories,1990,all,7.8,,0,1,0,0
3215,American Greed: The Fugitives,2012,,8,,0,1,0,0
3216,Man Finds Food,2015,7+,7.4,,0,1,0,0
3217,Ancient Top 10,2016,16+,7.7,,0,1,0,0
3218,The Great Christmas Light Fight,2013,all,6.3,,0,1,0,0
3219,Kids Say the Darndest Things,2019,7+,3.1,,0,1,0,0
3220,The Show Must Go On: The Queen + Adam Lambert Story,2019,,8.5,,0,1,0,0
3221,Alien Encounters,2012,7+,6.2,,0,1,0,0
3222,Close Up with The Hollywood Reporter,2015,16+,6.9,,0,1,0,0
3223,Ellen's Greatest Night of Giveaways,2019,7+,6.3,,0,1,0,0
3224,Open Door,2019,,6,,0,1,0,0
3225,Star Wars Galaxy's Edge: Adventure Awaits,2019,,6.3,,0,1,0,0
3226,Larry King Now,2013,,5.6,,0,1,0,0
3227,Bloomberg Game Changers,2010,,7.8,,0,1,0,0
3228,WWE Superstars,2009,7+,5.8,,0,1,0,0
3229,Ranger Rob,2016,all,6.2,,0,1,0,0
3230,Psychic Investigators,2006,7+,7.2,,0,1,1,0
3231,Where is Elisa?,2010,,7.3,,0,1,0,0
3232,Home Town,2017,,,,0,1,0,0
3233,Iconic Characters,2018,,7,,0,1,1,0
3234,Zorro the Chronicles,2015,all,6.9,,0,1,0,0
3235,New York Goes to Work,2009,,4.9,,0,1,1,0
3236,Finding Escobar's Millions,2017,16+,3.9,,0,1,0,0
3237,Cultureshock,2018,16+,6.5,,0,1,0,0
3238,Outsmarted,2017,,7.9,,0,1,1,0
3239,The Paynes,2018,,4.5,,0,1,0,0
3240,Behind Closed Doors,2011,,7.1,,0,1,0,0
3241,Chloe's Closet,2010,all,6.7,,0,1,1,0
3242,Natalie Wood: An American Murder Mystery,2018,16+,6.4,,0,1,0,0
3243,Rin-ne,2015,16+,6.6,,0,1,0,0
3244,Dead Again,2014,,7.2,,0,1,0,0
3245,The Untold Story,2019,16+,7.2,,0,1,0,0
3246,Puppy Bowl,2005,all,,,0,1,0,0
3247,Woman,2016,18+,7.2,,0,1,0,0
3248,Los Caballeros Las Prefieren Brutas,2011,,,,0,1,0,0
3249,The Wildlife Docs,2013,all,8.5,,0,1,0,0
3250,Dot.,2016,all,6.8,,0,1,0,0
3251,A Day in the Life,2011,,5.7,,0,1,0,0
3252,Out There with Jack Randall,2019,,6.9,,0,1,0,1
3253,Fox News Sunday,1996,,4.3,,0,1,0,0
3254,Making a Model with Yolanda Hadid,2018,,6.5,,0,1,0,0
3255,The Burger Show,2018,,7.2,,0,1,0,0
3256,En La Boca Del Lobo,2014,,,,0,1,0,0
3257,Terrific Trucks,2016,all,5.6,,0,1,0,0
3258,Bakers vs. Fakers,2016,all,6.5,,0,1,0,0
3259,Chiquis N'Control,2012,,7.4,,0,1,0,0
3260,CNBC Originals,2003,16+,,,0,1,0,0
3261,LA Story,2014,16+,6.4,,0,1,0,0
3262,"Tengo Talento, Mucho Talento",2012,,,,0,1,0,0
3263,Last Call with Carson Daly,2002,16+,2.9,,0,1,0,0
3264,Vets Saving Pets,2018,,,,0,1,0,0
3265,The View,1997,16+,2.6,,0,1,0,0
3266,Tree Fu Tom,2012,all,5.2,,0,1,0,0
3267,Nerds and Monsters,2014,,5.3,,0,1,0,0
3268,This Week,1981,7+,5.5,,0,1,0,0
3269,Deadly Wives,2013,,8.2,,0,1,0,0
3270,Hot Package,2012,18+,6.6,,0,1,0,0
3271,RocketJump: The Show,2015,16+,7.2,,0,1,0,0
3272,Fill in the Prank,2017,,6.2,,0,1,0,0
3273,Glam Masters,2018,,4.6,,0,1,0,0
3274,A New Leaf,2019,,3.1,,0,1,0,0
3275,Spin the Wheel,2019,,4.8,,0,1,0,0
3276,The Bravest Knight,2019,,5.5,,0,1,0,0
3277,Born Behind Bars,2017,,8.4,,0,1,0,0
3278,Bobby Flay's Barbecue Addiction,2011,7+,6.4,,0,1,0,0
3279,The Family Chantel,2019,,2.9,,0,1,0,0
3280,Divided States,2018,16+,6,,0,1,0,0
3281,Malyshariki,2015,,7.1,,0,1,0,0
3282,Grey's Anatomy: B-Team,2018,,,,0,1,0,0
3283,Ladylike,2016,,5.9,,0,1,1,0
3284,Utawarerumono: The False Faces,2015,16+,6.5,,0,1,0,0
3285,Cold Hearted,2018,16+,6.8,,0,1,0,0
3286,O.J. Simpson: The Lost Confession?,2018,,6.6,,0,1,0,0
3287,THE REFLECTION,2017,18+,5.9,,0,1,0,0
3288,Flophouse,2016,16+,5.2,,0,1,0,0
3289,Joe and Jack,2012,all,4.9,,0,1,0,0
3290,America's Cutest,2009,7+,7.2,,0,1,0,0
3291,Noches con Platanito,2013,,5.4,,0,1,0,0
3292,"Underworld, Inc.",2015,7+,2.1,,0,1,0,0
3293,Earth Odyssey with Dylan Dreyer,2019,,6.9,,0,1,0,0
3294,UFC Unleashed,2007,,7.8,,0,1,0,0
3295,Rudy Maxas World,2008,all,8,,0,1,1,0
3296,Egg Birds,2014,,,,0,1,0,0
3297,Jammers,2011,,,,0,1,0,0
3298,Crime Inc.,2010,,6.5,,0,1,1,0
3299,When Sharks Attack,2013,,7,,0,1,0,0
3300,Chiro and Friends,2007,,7.6,,0,1,0,0
3301,Doozers,2014,all,6.3,,0,1,0,0
3302,Tulli,2011,,6.1,,0,1,0,0
3303,Activate: The Global Citizen Movement,2019,,4.9,,0,1,0,0
3304,Supernoobs,2015,7+,3.5,,0,1,0,0
3305,CNBC Titans,2010,all,8.2,,0,1,0,0
3306,LittleBabyBum,2011,,9,,0,1,0,0
3307,Four of a Kind,2011,,5.2,,0,1,0,0
3308,How It Works,2007,all,8,,0,1,0,0
3309,AwesomenessTV,2013,7+,2.4,,0,1,0,0
3310,UFC Fight Flashback,2014,,8.8,,0,1,0,0
3311,WWE En Español,2012,7+,8.1,,0,1,0,0
3312,Atelier Escha & Logy : Alchemists of the Dusk Sky,2014,16+,5.9,,0,1,0,0
3313,Tiny Beats,2013,,,,0,1,0,0
3314,Consumer 101,2018,all,4,,0,1,0,0
3315,Sneaker Shopping,2014,,7.7,,0,1,0,0
3316,Dish Nation,2011,7+,4.2,,0,1,0,0
3317,UFO Conspiracies,2014,,,,0,1,0,0
3318,The Crowned Goddess,2015,7+,7.2,,0,1,0,0
3319,Los Cowboys,2015,,8.6,,0,1,0,0
3320,Counting On,2015,,,,0,1,0,0
3321,Paint Me a Story,2014,,,,0,1,0,0
3322,Countdown to UFC,2010,,8.3,,0,1,0,0
3323,Day of Gluttony,2014,,8.3,,0,1,0,0
3324,Night Guard,2015,18+,7.7,,0,1,0,0
3325,El Sexo Débil,2015,,,,0,1,0,0
3326,Redacted Tonight,2014,,7.7,,0,1,0,0
3327,Pressure Cook,2007,,7.3,,0,1,0,0
3328,The Little Rascals Classics,1931,,,,0,1,0,0
3329,Sean in the Wild,2017,,7.4,,0,1,0,0
3330,Hot Gay Comics,2008,,4.3,,0,1,0,0
3331,ABC News Specials,2010,,6,,0,1,0,0
3332,Fields of Glory,2004,,5.8,,0,1,0,0
3333,Pasión de Gavilanes,2003,,,,0,1,0,0
3334,Vegimer,2015,,,,0,1,0,0
3335,My Lottery Dream Home,2014,,,,0,1,0,0
3336,Package Deal,2013,,3.2,,0,1,0,0
3337,El Negocio,2014,,,,0,1,0,0
3338,The Happy Days of Garry Marshall,2020,,,,0,1,0,0
3339,HobbyKids Adventures,2019,,3,,0,1,0,0
3340,Oliver Discovers,2014,,,,0,1,0,0
3341,Songs & Rhymes,2012,,,,0,1,0,0
3342,Crafty Rafty,2014,,,,0,1,0,0
3343,Drain the Oceans,2018,,,,0,1,0,0
3344,Big Bugs Band,2011,,6,,0,1,0,0
3345,Savage Kingdom,2016,,,,0,1,0,0
3346,Zero Punctuation,2014,,,,0,1,0,0
3347,The Posh Frock Shop,2018,,8.1,,0,1,0,0
3348,Dinner with Dad,2017,,,,0,1,0,0
3349,Kenny & Goorie,2011,,,,0,1,0,0
3350,Kids Halloween Baking Championship,2016,,7,,0,1,0,0
3351,Los Beltrán,1999,,,,0,1,0,0
3352,Top 30,2017,,6.2,,0,1,0,0
3353,Sophie La Girafe,2017,,,,0,1,0,0
3354,Behind Tasty,2017,,,,0,1,1,0
3355,Nina's World,2015,,,,0,1,0,0
3356,TRANsitioning,2017,,,,0,1,0,0
3357,Pim & Pimba,2011,,,,0,1,0,0
3358,Page Six TV,2017,7+,4.6,,0,1,0,0
3359,What's New With Hulu,2019,,,,0,1,0,0
3360,Impact Wrestling,2006,,,,0,1,0,0
3361,Ultimate Survival WWII,2019,,,,0,1,0,0
3362,Amar y Temer,2011,,,,0,1,0,0
3363,Behind the Bar,2011,,4.4,,0,1,0,0
3364,Return to Downton Abbey: A Grand Event,2019,,,,0,1,0,0
3365,Hippa Hey,2011,,,,0,1,0,0
3366,With All Due Respect,2014,,8.2,,0,1,0,0
3367,Lost Treasures of Egypt,2019,,,,0,1,0,1
3368,NASA 360,2008,all,6.8,,0,1,0,0
3369,10 Essentials,2013,,,,0,1,0,0
3370,Buried Secrets of WWII,2019,,,,0,1,0,0
3371,Handcrafted,2017,,,,0,1,1,0
3372,Lo Que Callamos Las Mujeres,2012,,,,0,1,0,0
3373,Best of BabyTV,2015,,,,0,1,0,0
3374,The Alec Baldwin Show,2018,,3.3,,0,1,0,0
3375,Tricky Tracks,2012,,,,0,1,0,0
3376,Strahan & Sara,2019,,3.5,,0,1,0,0
3377,Go Eco,2014,,,,0,1,0,0
3378,Gold Medal Families,2016,18+,,,0,1,0,0
3379,Run,2013,,,,0,1,1,0
3380,Sad Hot Girls,2017,,,,0,1,0,0
3381,It's Alive with Brad,2018,,,,0,1,1,0
3382,Grandpa Joe's Magical Playground,2015,,,,0,1,0,0
3383,Pitch & Potch,2014,,,,0,1,0,0
3384,Cuddlies,2011,,,,0,1,0,0
3385,She's Living for This,2012,,5.1,,0,1,0,0
3386,Walter and Dude,2012,,,,0,1,0,0
3387,The Making of Frozen: A Return to Arendelle,2016,,6.8,,0,1,0,0
3388,Utano Princesama Revolutions,2015,,4.1,,0,1,0,0
3389,Howie Mandel's Animals Doing Things,2018,,3.5,,0,1,0,0
3390,Draco,2011,,,,0,1,0,0
3391,ABC Monsters,2010,all,,,0,1,0,0
3392,Bath & Bed,2011,,,,0,1,0,0
3393,Taraji and Terrence's White Hot Holidays,2015,,,,0,1,0,0
3394,31 Nights of Halloween Fan Fest,2019,,,,0,1,0,0
3395,On the Run Eating,2018,7+,,,0,1,0,0
3396,Tinder Takeover,2016,,,,0,1,0,0
3397,Charlie & the Numbers,2011,,,,0,1,0,0
3398,Gourmet Makes,2018,,,,0,1,1,0
3399,The Shirley Temple Collection,1960,,,,0,1,0,0
3400,We Day 2017,2017,,5.5,,0,1,0,0
3401,Videofashion! News,2006,,5.6,,0,1,1,0
3402,NASA X,2012,,,,0,1,0,0
3403,Aurora,2010,,,,0,1,0,0
3404,48 Hours with Kygo,2019,,,,0,1,0,0
3405,Maya and Yaya,2014,,,,0,1,0,0
3406,Billy Bam Bam,2011,,,,0,1,0,0
3407,Scott Peterson: An American Murder Mystery,2017,,,,0,1,0,0
3408,Play Time,2008,,,,0,1,0,0
3409,#ThatsHarassment,2018,,,,0,1,1,0
3410,South Park en Español,1997,,,,0,1,0,0
3411,2111,2012,,,,0,1,0,0
3412,Blissful Thinking,2017,,,,0,1,0,0
3413,Concertino,2011,,,,0,1,0,0
3414,Epic Conversations,2016,,,,0,1,0,0
3415,Grey's Anatomy: Post-Op,2017,,,,0,1,0,0
3416,Politicking with Larry King,2013,,,,0,1,0,0
3417,Mr. Snail,2014,,,,0,1,0,0
3418,Paranormal Lockdown UK,2018,,,,0,1,0,0
3419,pocket.watch JillianTubeHD Ultimate mishmash,2018,,,,0,1,0,0
3420,5 Levels,2017,,,,0,1,0,0
3421,Actually Me,2017,,,,0,1,1,0
3422,Stand Up to Cancer,2008,,,,0,1,0,0
3423,Time for Bed with Punam Patel,2017,,,,0,1,0,0
3424,A Murder on Orchard Street,2017,,,,0,1,0,0
3425,Stone Age The Legendary Pet,2018,,,,0,1,1,0
3426,Chickenwatch,2018,,,,0,1,1,0
3427,Drag Me,2020,,,,0,1,0,0
3428,ABC News Documentaries,2015,,,,0,1,0,0
3429,ABC News | Features,2016,,,,0,1,0,0
3430,Earth From Above,2011,,,,0,1,0,0
3431,pocket.watch Ryan Toys Review Ultimate mishmash,2018,,,,0,1,0,0
3432,The Adventures of Dr. Buckeye Bottoms,2017,,,,0,1,0,0
3433,Kids Try,2016,,,,0,1,1,0
3434,Going Si-ral,2016,,,,0,1,0,0
3435,Jenni Rivera La Vida de Una Diva,2013,,,,0,1,0,0
3436,A Brief History,2016,,,,0,1,0,0
3437,Bondi Harvest,2018,,,,0,1,0,0
3438,Laughs,2015,,,,0,1,0,0
3439,Superstructures: Engineering Marvels,2019,,,,0,1,0,0
3440,Lie Detector Test,2018,,,,0,1,1,0
3441,Chief Kim,2017,,,,0,1,0,0
3442,Stick with Mick,2011,,,,0,1,0,0
3443,Ryan's World Specials presented by pocket.watch,2019,,,,0,1,0,0
3444,Around The Way,2019,,,,0,1,0,0
3445,Andy Explores,2019,,,,0,1,0,0
3446,Canciones infantiles,2012,,,,0,1,0,0
3447,Asia's Underworld,2012,,,,0,1,1,0
3448,Hello World,2016,,,,0,1,1,0
3449,You Sang My Song,2017,,,,0,1,1,0
3450,Get Sweaty,2016,,,,0,1,0,0
3451,Thingstarter,2013,,,,0,1,0,0
3452,Untamed with Filipe DeAndrade,2017,,,,0,1,0,0
3453,pocket.watch EvanTubeHD mishmash,2018,,,,0,1,0,0
3454,Homebuddies,2017,,,,0,1,1,0
3455,BBQuest,2018,,,,0,1,0,0
3456,Entre Caníbales,2015,,,,0,1,0,0
3457,Truth and Lies: Watergate,2017,,,,0,1,0,0
3458,NASA Television Documentaries,2015,,,,0,1,0,0
3459,Modern Baby,2019,,,,0,1,0,0
3460,Wilderness Vet,2016,,,,0,1,0,0
3461,Flip and Flash,2014,,,,0,1,0,0
3462,In the Giggle Park,2014,,,,0,1,0,0
3463,Twitter Tech Support,2017,,,,0,1,0,0
3464,All the Pizza,2016,,,,0,1,1,0
3465,Tiny Nuts,2014,,,,0,1,0,0
3466,Triumph,2016,,,,0,1,0,0
3467,Coming to the Stage,2003,,,,0,1,0,0
3468,BabyFirst Nursery Songs,2015,,,,0,1,0,0
3469,Finding the Next,2016,,,,0,1,0,0
3470,Limomasters (Espanol),2014,,,,0,1,0,0
3471,Eating Your Feed,2018,,,,0,1,1,0
3472,Magnificent Obsessions,2014,,,,0,1,0,0
3473,Feed Famous,2018,,,,0,1,1,0
3474,The 76th Annual Golden Globe Awards,2019,,,,0,1,0,0
3475,Fear Box,2018,,,,0,1,0,0
3476,Dates (US),2015,,,,0,1,0,0
3477,Raw. Vegan. Not Gross.,2013,,,,0,1,0,0
3478,Pop Trigger,2012,,,,0,1,0,0
3479,Dessert Games,2017,,,,0,1,0,0
3480,Derek Does Stuff with a Friend,2016,,,,0,1,0,0
3481,Caption Contest,2017,,,,0,1,0,0
3482,Tasty 101,2016,,,,0,1,1,0
3483,ABC Primetime Nightline,2011,,,,0,1,0,0
3484,Rosaline,2016,,,,0,1,0,0
3485,Because of an Earlier Incident,2012,,,,0,1,0,0
3486,Magic Eye Shark Movie,2013,,,,0,1,0,0
3487,Celebrity Living,2015,,,,0,1,0,0
3488,Comedy InvAsian,2018,,,,0,1,0,0
3489,Election Cycle,2016,,,,0,1,0,0
3490,Back to Back Chef,2017,,,,0,1,1,0
3491,24 Hours With,2018,,,,0,1,0,0
3492,Pégate a Mick,2014,,,,0,1,0,0
3493,Struggle Meals,2017,,,,0,1,1,0
3494,Talks at GS,2017,,,,0,1,1,0
3495,ESL: Player vs Player,2017,,,,0,1,0,0
3496,Luke Gamble's Vet Adventures,2010,,,,0,1,1,0
3497,UFC Ultimate Knockouts,2014,,,,0,1,0,0
3498,ABC News | Garage Geniuses,2016,,,,0,1,0,0
3499,WildWoods,2017,,,,0,1,0,0
3500,GMA Day,2018,,,,0,1,0,0
3501,"Build Small, Live Anywhere",2015,,,,0,1,0,0
3502,Things I Do,2015,,,,0,1,0,0
3503,Mujeres Rompiendo el Silencio,2018,,,,0,1,0,0
3504,Wooly,2010,,,,0,1,0,0
3505,Jeremiah Bullfrog Forks It,2017,,,,0,1,0,0
3506,Wedding Season,2017,,,,0,1,1,0
3507,Revolt,2017,,,,0,1,0,0
3508,Obsessed (WIRED),2017,,,,0,1,0,0
3509,Tasty's Made By Hand,2018,,,,0,1,1,0
3510,Tasting Our Roots,2017,,,,0,1,1,0
3511,UFC Main Event,2007,,,,0,1,0,0
3512,Heart of a Champion,2016,,,,0,1,0,0
3513,Working 24 Hours At...,2015,,,,0,1,1,0
3514,MOJO's The Circuit,2008,,,,0,1,0,0
3515,Almost Impossible,2017,,,,0,1,0,0
3516,Mom In Progress,2018,,,,0,1,1,0
3517,Style Evolution,2018,,,,0,1,0,0
3518,Popcorn With Peter Travers,2010,,,,0,1,0,0
3519,The Oscars,1995,,,,0,1,0,0
3520,Trials of the Wild,2018,,,,0,1,0,0
3521,Health + Happiness with Mayo Clinic,2018,,,,0,1,0,0
3522,Heritage,2015,,,,0,1,0,0
3523,"I Draw, You Cook",2018,,,,0,1,1,0
3524,Strait Talk with Matt & LZ,2016,,,,0,1,0,0
3525,Rudy Maxa's Travel,2001,,,,0,1,1,0
3526,Especiales de Historia de México,2012,,,,0,1,0,0
3527,For & Against,2012,,,,0,1,0,0
3528,The Big Vote,2018,,,,0,1,0,0
3529,Lost in the Supermarket,2016,,,,0,1,0,0
3530,Gen H,2012,,,,0,1,0,0
3531,Legendary Catch,2019,,,,0,1,0,0
3532,Secrets of Your Mind,2010,,,,0,1,0,0
3533,The Bravest Knight Who Ever Lived,2014,,,,0,1,0,0
3534,Puertas al Mas Alla,2012,,,,0,1,0,0
3535,Technique Critique,2016,,,,0,1,0,0
3536,ESL Bootcamp: Immortals,2017,,,,0,1,0,0
3537,Red Nose Day,2015,,,,0,1,0,0
3538,ESL: Replay,2017,,,,0,1,0,0
3539,The Paley Center,2000,,,,0,1,0,0
3540,ESL: Defining Moments,2017,,,,0,1,0,0
3541,pocket.watch HobbyKidsTV mishmash,2018,,,,0,1,0,0
3542,UFC Presents,2013,,,,0,1,0,0
3543,Real Estate with Rosanna,2017,,,,0,1,0,0
3544,Summertime,2016,,,,0,1,0,0
3545,Ventaneando,2012,,,,0,1,0,0
3546,WIRED's Autocomplete Interviews,2016,,,,0,1,1,0
3547,Bioterrorism: The Truth,2016,,,,0,1,0,0
3548,Out of Office with Brent Rose,2015,,,,0,1,1,0
3549,"Stop, Breathe & Think Kids: Mindful Games",2017,,,,0,1,0,0
3550,On Stage,2017,,,,0,1,0,0
3551,The Champion Within,2017,,,,0,1,0,0
3552,Food Fetish,2011,,,,0,1,0,0
3553,A Woman's Job,2017,,,,0,1,0,0
3554,OUT: Face to Face,2010,,,,0,1,0,0
3555,Just Josh,2011,,,,0,1,0,0
3556,On This Day in Black History Month,2019,,,,0,1,0,0
3557,Bogus Beauty,2017,,,,0,1,1,0
3558,Crime Shock: Asia Exposed,2013,,,,0,1,0,0
3559,pocket.watch CaptainSparklez mishmash,2018,,,,0,1,0,0
3560,Dick Clark's Primetime New Year's Rockin' Eve,2013,,,,0,1,0,0
3561,Newsy,2016,,,,0,1,0,0
3562,Modd Couples,2016,,,,0,1,0,0
3563,Fantasy Forecast,2016,,,,0,1,0,0
3564,Secret Talent Theatre,2016,,,,0,1,0,0
3565,pocket.watch Challenge Squad,2018,,,,0,1,1,0
3566,The Wire,2002,18+,9.3,94%,0,0,1,0
3567,Band of Brothers,2001,18+,9.4,94%,0,0,1,0
3568,The Sopranos,1999,18+,9.2,92%,0,0,1,0
3569,House,2004,16+,8.7,90%,0,0,1,0
3570,Mr. Robot,2015,18+,8.5,94%,0,0,1,0
3571,Suits,2011,16+,8.5,90%,0,0,1,0
3572,The Boys,2019,18+,8.7,84%,0,0,1,0
3573,The Expanse,2015,16+,8.5,93%,0,0,1,0
3574,Fleabag,2016,18+,8.7,100%,0,0,1,0
3575,Rome,2005,18+,8.7,86%,0,0,1,0
3576,Bosch,2014,18+,8.4,97%,0,0,1,0
3577,The Marvelous Mrs. Maisel,2017,18+,8.7,89%,0,0,1,0
3578,Hannibal,2013,18+,8.5,92%,0,0,1,0
3579,Curb Your Enthusiasm,2000,18+,8.7,92%,0,0,1,0
3580,Boardwalk Empire,2010,18+,8.5,92%,0,0,1,0
3581,The Americans,2013,18+,8.4,96%,0,0,1,0
3582,Luther,2010,16+,8.5,88%,0,0,1,0
3583,Orphan Black,2013,18+,8.3,93%,0,0,1,0
3584,Six Feet Under,2001,18+,8.7,81%,0,0,1,0
3585,Upload,2020,,8.2,81%,0,0,1,0
3586,Chuck,2007,7+,8.2,89%,0,0,1,0
3587,Psych,2006,7+,8.3,89%,0,0,1,0
3588,Deadwood,2004,18+,8.6,92%,0,0,1,0
3589,The Man in the High Castle,2015,18+,8,84%,0,0,1,0
3590,Veep,2012,18+,8.3,93%,0,0,1,0
3591,Banshee,2013,18+,8.4,89%,0,0,1,0
3592,Oz,1997,18+,8.7,89%,0,0,1,0
3593,Tom Clancy's Jack Ryan,2018,18+,8.1,71%,0,0,1,0
3594,True Blood,2008,18+,7.8,70%,0,0,1,0
3595,Good Omens,2019,7+,8.1,84%,0,0,1,0
3596,Teen Wolf,2011,16+,7.6,81%,0,0,1,0
3597,The Pacific,2010,18+,8.3,91%,0,0,1,0
3598,Grimm,2011,16+,7.8,89%,0,0,1,0
3599,The Fall,2013,18+,8.2,84%,0,0,1,0
3600,The Night Manager,2016,16+,8.1,91%,0,0,1,0
3601,The Grand Tour,2016,16+,8.7,66%,0,0,1,0
3602,The Newsroom,2012,16+,8.6,59%,0,0,1,0
3603,Counterpart,2017,18+,8.1,100%,0,0,1,0
3604,Californication,2007,18+,8.3,57%,0,0,1,0
3605,Homecoming,2018,16+,7.5,98%,0,0,1,0
3606,Flight of the Conchords,2007,16+,8.5,94%,0,0,1,0
3607,Entourage,2004,16+,8.4,66%,0,0,1,0
3608,Sneaky Pete,2015,18+,8.2,96%,0,0,1,0
3609,Downton Abbey,2010,16+,8.7,,0,0,1,0
3610,Undone,2019,18+,8.2,100%,0,0,1,0
3611,Generation Kill,2008,18+,8.5,86%,0,0,1,0
3612,Humans,2015,16+,8,94%,0,0,1,0
3613,Farscape,1999,16+,8.2,90%,0,0,1,0
3614,Monk,2002,7+,7.9,90%,0,0,1,0
3615,The Thick of It,2005,18+,8.7,85%,0,0,1,0
3616,The Missing,2014,16+,8.2,93%,0,0,1,0
3617,Carnival Row,2019,18+,7.9,57%,0,0,1,0
3618,Eastbound & Down,2009,18+,8.2,91%,0,0,1,0
3619,Father Ted,1995,16+,8.6,93%,0,0,1,0
3620,The Mentalist,2008,16+,8.1,,0,0,1,0
3621,Poldark,2015,16+,8.3,87%,0,0,1,0
3622,Goliath,2016,16+,8.2,82%,0,0,1,0
3623,Girls,2012,18+,7.3,89%,0,0,1,0
3624,Catastrophe,2015,18+,8.2,98%,0,0,1,0
3625,John Adams,2008,16+,8.5,81%,0,0,1,0
3626,River,2015,7+,8,100%,0,0,1,0
3627,Sex and the City,1998,18+,7.1,71%,0,0,1,0
3628,The Lost Room,2006,7+,8.2,77%,0,0,1,0
3629,Escape at Dannemora,2018,18+,8,89%,0,0,1,0
3630,Tales from the Loop,2020,16+,7.5,68%,0,0,1,0
3631,Modern Love,2019,18+,8,75%,0,0,1,0
3632,Boss,2011,18+,8.1,81%,0,0,1,0
3633,Mozart in the Jungle,2014,18+,8.2,94%,0,0,1,0
3634,SpongeBob SquarePants,1999,7+,8.1,,0,0,1,0
3635,Hanna,2019,16+,7.5,67%,0,0,1,0
3636,The Durrells,2016,7+,8.1,98%,0,0,1,0
3637,Gavin & Stacey,2007,16+,8.1,97%,0,0,1,0
3638,Angels in America,2003,18+,8.2,90%,0,0,1,0
3639,Defiance,2013,18+,7,77%,0,0,1,0
3640,The Addams Family,1964,all,7.9,100%,0,0,1,0
3641,Patrick Melrose,2018,18+,8.1,90%,0,0,1,0
3642,Treme,2010,18+,8.2,96%,0,0,1,0
3643,Hunters,2020,18+,7.2,64%,0,0,1,0
3644,Red Oaks,2014,18+,7.9,93%,0,0,1,0
3645,The Family Man,2019,16+,8.6,,0,0,1,0
3646,ZeroZeroZero,2020,18+,8.2,80%,0,0,1,0
3647,The Tick,2016,18+,7.4,95%,0,0,1,0
3648,Patriot,2015,18+,8.3,90%,0,0,1,0
3649,The Planets,2019,all,9.1,100%,0,0,1,0
3650,Strike Back,2010,18+,8.2,,0,0,1,0
3651,In Treatment,2008,18+,8.3,88%,0,0,1,0
3652,Bored to Death,2009,18+,7.9,79%,0,0,1,0
3653,Animal Kingdom,2016,18+,8.2,,0,0,1,0
3654,Eureka,2006,7+,7.9,,0,0,1,0
3655,Mr. Show with Bob and David,1995,18+,8.3,100%,0,0,1,0
3656,Mildred Pierce,2011,18+,7.7,80%,0,0,1,0
3657,MacGyver,1985,7+,7.7,,0,0,1,0
3658,House of Lies,2012,18+,7.4,77%,0,0,1,0
3659,Transparent,2014,18+,7.8,90%,0,0,1,0
3660,Endeavour,2012,16+,8.6,86%,0,0,1,0
3661,"Eerie, Indiana",1991,7+,8.2,100%,0,0,1,0
3662,Fortitude,2015,18+,7.4,84%,0,0,1,0
3663,BrainDead,2016,16+,8.1,65%,0,0,1,0
3664,A Very English Scandal,2018,16+,7.7,95%,0,0,1,0
3665,Victoria,2016,16+,8.2,87%,0,0,1,0
3666,Philip K. Dick's Electric Dreams,2017,18+,7.3,72%,0,0,1,0
3667,Big Love,2006,18+,7.5,80%,0,0,1,0
3668,Carnivàle,2003,18+,8.4,,0,0,1,0
3669,Harper's Island,2009,16+,7.5,64%,0,0,1,0
3670,ALF,1986,all,7.4,,0,0,1,0
3671,Ordeal by Innocence,2018,,7.3,91%,0,0,1,0
3672,Salvation,2017,16+,7,44%,0,0,1,0
3673,The Tunnel,2013,18+,7.8,91%,0,0,1,0
3674,"Magnum, P.I.",1980,7+,7.5,,0,0,1,0
3675,Undercover,2011,7+,8.9,,0,0,1,0
3676,Extant,2014,16+,6.6,77%,0,0,1,0
3677,Thirteen,2016,,7.3,94%,0,0,1,0
3678,Flesh and Bone,2015,16+,8,62%,0,0,1,0
3679,Hung,2009,18+,7.1,71%,0,0,1,0
3680,Home Fires,2015,7+,8.2,100%,0,0,1,0
3681,Inside Edge,2017,18+,8,,0,0,1,0
3682,Enlightened,2011,18+,7.5,87%,0,0,1,0
3683,Briarpatch,2020,18+,6.4,77%,0,0,1,0
3684,Wolf Hall,2015,16+,8.1,98%,0,0,1,0
3685,The Comeback,2005,18+,8,72%,0,0,1,0
3686,The Test: A New Era For Australia's Team,2020,,9,,0,0,1,0
3687,Vinland Saga,2019,,8.9,,0,0,1,0
3688,Absentia,2017,18+,7.3,50%,0,0,1,0
3689,Mirzapur,2018,,8.5,,0,0,1,0
3690,Trapped,2015,18+,8.1,,0,0,1,0
3691,Tin Star,2017,18+,7.3,57%,0,0,1,0
3692,Too Old to Die Young,2019,18+,7.4,69%,0,0,1,0
3693,"Kill Me, Heal Me",2015,16+,8.3,,0,0,1,0
3694,The Carol Burnett Show,1967,all,8.8,,0,0,1,0
3695,Beavis and Butt-head,1993,16+,7.5,,0,0,1,0
3696,How to Make It in America,2010,18+,7.9,66%,0,0,1,0
3697,Unforgotten,2015,18+,8.2,,0,0,1,0
